都道府県コード又は市町村コード,No,都道府県名,市区町村名,事業所名,事業所名カナ,サービスの種類,住所,方書（ビル名等）,緯度,経度,電話番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,高齢者の方と障害者の方が同時一体的に利用できるサービス,介護保険の通常の指定基準を満たしている,障害福祉の通常の指定基準を満たしている,備考
152102,1571001195,新潟県,十日町市,サービス付き高齢者向け住宅　ヴィラあかし,サービスツキコウレイシャムケジュウタクゔィラアカシ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,新潟県十日町市川治4525番地,,37.118896012626465,138.741901456483420,025‐757‐5200,025‐757‐5206,8110005010158,社会福祉法人苗場福祉会,1571001195,,,49,http://www.naebafukushikai.com,,,,
152226,1570303808,新潟県,上越市,リーシェ上越さくら,リーシェジョウエツサクラ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,新潟県上越市とよば121番地,,37.104562800000000,138.274092500000050,025-522-1765,025-522-1764,9110001006704,株式会社東日本福祉経営サービス,1570303808,,,52,http://www.ej-welfare.jp,,,,
152234,1572100814,新潟県,阿賀野市,サービス付き高齢者向け住宅　ハートフルケア阿賀野,サービスツキコウレイシャムケジュウタク　ハートフルケアアガノ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,新潟県阿賀野市保田7313番地,,37.785751800000000,139.239066500000030,0250-68-7011,0250-68-7012,9110001006704,株式会社東日本福祉経営サービス,1572100814,,,54,http://www.ej-welfare.jp,,,,
152269,1572401253,新潟県,南魚沼市,サービス付き高齢者向け住宅　悠々の杜石打,サービスツキコウレイシャムケジュウタク　ユウユウノモリイシウチ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,新潟県南魚沼市石打190-5,,36.976074800000000,138.804831500000000,025-775-7858,025-775-7859,4110001027861,ユーワ企画株式会社,1572401253,,,41,http://www.yuwakaigo.com,,,,
152269,1572400941,新潟県,南魚沼市,サービス付き高齢者向け住宅うららか,サービスツキコウレイシャムケジュウタクウララカ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,新潟県南魚沼市八幡123番地1,,37.069799429071180,138.879782452114940,025-778-1177,025-778-1178,3110001026229,株式会社大平建設工業,1572400941,,,23,https://www.sakoujyu-uraraka.com,,,,
162019,1670114071,富山県,富山市,そう呉羽,ソウクレハ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,富山県富山市呉羽町2164番地1,,36.715670400000000,137.160641500000000,076-482-3521,076-482-3522,5230001005409,株式会社コロネット,1670114071,,,0,http://coronet-t.com/,,,,
162019,1670114691,富山県,富山市,ファミーユ,ファミーユ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,松若町331番ファミーユ,ファミーユ,36.719102324964716,137.225656347607400,076-444-2077,076-444-2078,8230001015149,株式会社　いちろく,1670114691,,,0,,,,,
162019,1670114550,富山県,富山市,リビングふじ,リビングフジ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,富山県富山市藤木43番地1,,36.679759441195470,137.273644369311570,076-464-5688,076-464-5116,5230001005409,株式会社コロネット,1670114550,,,,http://www.coronet-t.com/,,,,
162019,1670112281,富山県,富山市,リビング　るい,リビング　ルイ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,本郷町22番地,,36.665348200000010,137.235962200000020,076-491-0621,076-491-0622,5230001005409,株式会社　コロネット,1670112281,,,0,http://coronet-t.com,,,,
172014,1770104519,石川県,金沢市,ボニュール平和苑,ボニュールヘイワエン,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,平和町3丁目8番1号ボニュール平和苑,ボニュール平和苑,36.541207000000000,136.663798300000000,076-243-0036,076-272-8278,4220005004301,社会福祉法人喜峰会,1770104519,,,,https://kihoukai.jp,,,,
172031,1770300984,石川県,小松市,サービス付き高齢者向け住宅おれんじハウス,サービスツキコウレイシャムケジュウタクオレンジハウス,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,石川県小松市園町ニ155番地1,,36.404853882613220,136.464149062073430,0761-24-5850,0761-24-5851,1220005003454,医療法人社団田谷会,1770300984,,,32,https://tayakai.or.jp/care/orangehouse/,,,,
173614,1771400643,石川県,津幡町,メープル,メープル,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,石川県河北郡津幡町太田は３７番地,,36.656052800000000,136.718212799999950,076-289-6380,076-289-6381,6220005007079,楓,1771400643,,,0,,,,,
182010,1870102843,福井県,福井市,ル・レーヴほのか,ル・レーウ゛ホノカ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,福井市みのり１丁目５－１６,,36.049480200000000,136.217230900000000,0776-34-6776,0776-34-6229,1210005007811,社会福祉法人慶秀会,1870102843,,,28,http://www.keishukai.com/,,,,
182010,1870103627,福井県,福井市,アーク向陽,アークコウヨウ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,定正1丁目1325,,36.117821418498075,136.227551552056640,0776-56-4560,0776-56-4566,3210005009938,向陽会,1870103627,,,,http://www.koyokai-fukui.com,,,,
182010,1870103932,福井県,福井市,アスピカケアセンターまびぃ～Ma・Vie～開発,アスピカケアセンターマビィカイホツ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,福井県福井市開発5丁目101-1,,36.085773800000000,136.242590100000000,0776-53-7020,0776-52-7766,2210001002955,株式会社アスピカ,1870103932,,,0,https://www.aspica.co.jp/kaigo/mavie.html,,,,
182010,1870103106,福井県,福井市,サービス付き高齢者向け住宅　すずらん,サービスツキコウレイシャムケジュウタク　スズラン,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,福井県福井市西開発3丁目306番地サービス付き高齢者向け住宅　すずらん,サービス付き高齢者向け住宅　すずらん,36.083926300000000,136.235614899999970,0776-52-0039,0776-52-0028,9210005000635,社会福祉法人　町屋福祉会,1870103106,,,45,http://suzuran01-f.com/,,,,
182010,1870103353,福井県,福井市,県民せいきょうサービス付き高齢者向け住宅江守きらめき（特定施設）,ケンミンセイキョウサービスツキコウレイシャムケジュウタクエモリキラメキ（トクテイシセツ）,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,福井県福井市江守中町2号12番地,,36.037194761499060,136.199224252406340,0776-35-0660,0776-35-0651,1210005000221,福井県民生活共同組合,1870103353,,,0,http://www.fukui.coop,,,,
182010,1870102975,福井県,福井市,コーピアせいめい,コーピアセイメイ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,福井市今市町65ー11ー1,,36.021139199999990,136.207063400000040,0776-38-6515,0776-38-6516,7210005005207,社会福祉法人白山会,1870102975,,,0,http://www.hakusankai.sakura.ne.jp,,,,
182061,1870600192,福井県,勝山市,県民せいきょうサービス付き高齢者向け住宅勝山きらめき,ケンミンセイキョウサービスツキコウレイシャムケジュウタクカツヤマキラメキ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,元町２丁目５番１２号,,34.316066500000000,133.853108000000020,0779-87-2512,0779-87-1550,1210005000221,福井県民生活協同組合,1870600192,,,20,http://www.fukui.coop,,,,
182087,1870800289,福井県,あわら市,特定施設入居者生活介護　コンフォガーデン木村,トクテイシセツニュウキョシャセイカツカイゴ　コンフォガーデンキムラ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,福井県あわら市市姫三丁目２４番８号,,36.209094500000000,136.229444500000000,0776-73-3335,0776-73-3336,9210005004512,坂井福祉会,1870800289,,,0,http://www.confo-g-kimura.jp/,,,,
182095,1870301114,福井県,越前市,県民せいきょう丹南きらめき介護付き高齢者向け住宅,ケンミンセイキョウタンナンキラメキカイゴツキコウレイシャムケジュウタク,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,福井県越前市家久町49-4-1,,35.931715000000000,136.166632400000000,0778-22-7760,0778-22-4655,1210005000221,福井県民生活協同組合,1870301114,,,,http://www.fukui.coop,,,,
182095,1870300785,福井県,越前市,フォーユーエクセルわかたけ,フォーユーエクセルワカタケ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,越前市堀川町9番15号フォーユーエクセルわかたけ,フォーユーエクセルわかたけ,35.898499200000000,136.171160500000040,0778－22－6767,0778－29－3522,6210005006916,社会福祉法人わかたけ共済部,1870300785,,,0,http://www.wakatake.ne.jp,,,,
182095,1870301031,福井県,越前市,ケアフルハウス,ケアフルハウス,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,福井県越前市広瀬町153-12-3,,35.890240400000000,136.147108900000000,0778-22-0030,0778-22-4566,1210001012476,株式会社住みかえ情報館,1870301031,,,,http://carefull.co.jp,,,,
182109,1871701130,福井県,坂井市,サンシャインゆり特定施設入居者生活介護,サンシャインユリトクテイシセツニュウキョシャセイカツカイゴ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,福井県坂井市春江町本堂27-1-1サンシャインゆり,サンシャインゆり,36.138783800000000,136.203968300000040,0776-51-8787,0776-51-8899,8210005004513,社会福祉法人坂井来春会,1871701130,,,0,sunshineyuri.com/,,,,
192015,1970105803,山梨県,甲府市,介護付きホーム奏楽甲府東,カイゴツキホームソラコウフヒガシ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,山梨県甲府市上阿原町971-7,,35.651445500000000,138.609071100000000,055-267-5632,055-267-5638,3090001013824,プラスユー株式会社,1970105803,,,23,https://sorakofuhigashi.plus-you.jp/,,,,
192015,1970105811,山梨県,甲府市,介護付きホーム奏楽上阿原,カイゴツキホームソラカミアハラ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,山梨県甲府市上阿原町1055-1,,35.648857836944420,138.608251273199410,055-288-0718,055-288-0719,3090001013824,プラスユー株式会社,1970105811,,,0,https://sorakamiahara.plus-you.jp,,,,
202011,2070107343,長野県,長野市,ソラーナ上町,ソラーナカンマチ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,長野県長野市吉田1-14-33,,36.667736899999994,138.214023600000000,026-217-2193,026-217-2194,,ソラーナ上町,2070107343,,,0,,,,,
202011,2070107335,長野県,長野市,介護付き有料老人ホームぬくもりの里篠ノ井,カイゴツキユウリョウロウジンホームヌクモリノサトシノノイ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,長野県長野市篠ノ井布施高田747番地ぬくもりの里篠ノ井,ぬくもりの里篠ノ井,36.577407400000000,138.138173800000000,026-274-5357,026-261-1020,3100005007011,社会福祉法人芹田福祉サービス,2070107335,,,0,https://www.serita-fukusushi.or.jp/shinonoi/,,,,
202011,2070107319,長野県,長野市,介護付き有料老人ホームぬくもりの里今井二号館,カイゴツキユウリョウロウジンホームヌクモリノサトイマイニゴウカン,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,長野県長野市川中島町原155-1,,36.589067069547850,138.147882277968360,026-213-6413,026-293-3202,3100005007011,社会福祉法人芹田福祉サービス,2070107319,,,,https://www.serita-fukushi.or.jp/imai2/,,,,
202029,2070202763,長野県,松本市,特定施設里山辺の杜,トクテイシセツサトヤマベノモリ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,松本市里山辺76-1,,36.246788100000000,137.997905800000000,0263-33-2763,0263-33-2761,1100005002749,社会福祉法人大志会,2070202763,,,37,http://www.satoyamabe-mori.com,,,,
202037,2090300308,長野県,上田市,ハッピーシニアリビング上田,ハッピーシニアリビングウエダ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,長野県上田市材木町２丁目１４－６３,,36.393920700000000,138.269743100000030,０２６８－７５－５９８１,０２６８－２７－５３０５,,株式会社　アーチ・メディカルサポート,2090300308,,,,,,,,
202037,2070302316,長野県,上田市,グリーンライフはるかぜ,グリーンライフハルカゼ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,長野県上田市保野803-1,,36.373267700000000,138.201723600000000,0268-38-3285,,,信州ライフケア株式会社,2070302316,,,,,,,,
202037,2070302209,長野県,上田市,ウェルシニアホーム,ウェルシニアホーム,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,長野県上田市古里92-3,,36.394714400000000,138.284155600000000,0268-71-5980,0268-71-5232,,株式会社アーチ・メディカルサポート,2070302209,,,38,archms.com,,,,
202045,2070400904,長野県,岡谷市,サービス付き高齢者向け住宅「さつき」,サービスツキコウレイシャムケジュウタク「サツキ」,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,長野県岡谷市長地小萩1-11-30,,36.081656168213180,138.055763591401640,0266-27-6670,0266-27-6681,2100005008423,医療法人研成会,2070400904,,,,http://www.kensei-kai.jp,,,,
202061,2070600891,長野県,諏訪市,こころのひろば特定施設入居者生活介護事業所,ココロノヒロバトクテイシセツニュウキョシャセイカツカイゴジギョウショ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,長野県諏訪市高島一丁目21番14号,,36.039802700000000,138.114542700000010,0266-54-5612,0266-54-5618,,社会福祉法人こころ,2070600891,,,,http://www.kokoro5560.or.jp,,,,
202061,2070600511,長野県,諏訪市,特定施設入居者生活介護事業所こころ高島,トクテイシセツニュウキョシャセイカツカイゴジギョウショ　ココロタカシマ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,長野県諏訪市高島三丁目１３００番１号,,36.039524900000000,138.109109799999940,0266-54-5560,0266-54-5561,,社会福祉法人　こころ,2070600511,,,38,http://www.kokoro5560.or.jp,,,,
202142,2071400820,長野県,茅野市,ウィズ茅野,ウィズ　チノ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,長野県茅野市宮川１１００５,,35.986405000000000,138.169305900000000,0266‐75‐1077,0266‐75‐1078,,株式会社　ソーシャル・ネットワーク,2071400820,,,81,https://socialnetwork.co.jp,,,,
202151,2071500975,長野県,塩尻市,むつらぼし,ムツラボシ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,長野県塩尻市大門一番町９番１５号プレアデスコート大門,プレアデスコート大門,36.111659300000000,137.954796500000000,0263-31-5013,0263-31-5117,6100001031185,株式会社テトラ,2071500975,,,,https://www.mutsuraboshi.com/pleiades-court/,,,,
202207,2074000700,長野県,安曇野市,サービス付き高齢者向け住宅　ウィズ安曇野,サービスツキコウレイシャムケジュウタク　ウィズアズミノ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,長野県安曇野市穂高柏原4565－1サービス付き高齢者向け住宅　ウィズ安曇野,サービス付き高齢者向け住宅　ウィズ安曇野,36.310423600000000,137.873726400000000,0263877591,0263877592,6100001016789,株式会社　ソーシャル・ネットワーク,2074000700,,,,https://socialnetwork.co.jp,,,,
204021,2072501493,長野県,松川町,介護付有料老人ホームアムールまつかわ,カイゴツキユウリョウリョウジンホームアムールマツカワ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,長野県下伊那郡松川町元大島3255-5,,35.601360100000000,137.908324600000000,0265-48-6602,0265-48-6614,,医療法人　コスモス会,2072501493,,,40,http://www.amour.or.jp,,,,
212059,2170200923,岐阜県,関市,すずらん,スズラン,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,岐阜県関市倉知148-1,,35.476334500000000,136.908612800000010,0575-22-1121,0575-22-1135,8200005007954,医療法人すずらん会,2170200923,,,35,,,,,
212067,2171501394,岐阜県,中津川市,NPOぎふ村特定施設中津川,ギフムラトクテイシセツナカツガワ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,岐阜県中津川市茄子川中畑112-177,,35.480892143653946,137.413246081939700,0573-67-7155,0573-67-7313,6200005009548,特定非営利活動法人ぎふ村,2171501394,,,,https://npo-gifumura.com,,,,
212105,2171700848,岐阜県,恵那市,NPОぎふ村特定施設,エヌピーオーギフムラトクテイシセツ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,岐阜県恵那市武並町藤２４０３－５０,,35.439703799999990,137.337134900000020,0573-28-6701,0573-28-6703,6200005009548,特定非営利活動法人ぎふ村,2171700848,,,0,http://www.npo-gifumura.com,,,,
221015,2274207717,静岡県,静岡市葵区,アクタガワ　ハートライフ大岩,アクタガワ　ハートライフオオイワ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,大岩１－８－１４,,34.992247667330870,138.380389967459100,054-200-8300,054-200-2808,9080001002335,株式会社　アクタガワ,2274207717,,,0,https://www.akutagawa-heartlife.jp/detail/premiumheartlifeooiwa/,,,,
221015,2274207345,静岡県,静岡市葵区,介護付有料老人ホーム　リフレア上土,カイゴツキユウリョウロウジンホーム　リフレアアゲツチ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,静岡県静岡市葵区上土2丁目13-35,,35.005284100000000,138.411075600000000,054-265-5811,054-265-5802,6080001017641,TOKAIライフプラス株式会社,2274207345,,,50,https://www.refrea.net/agetsuchi/,,,,
221023,2274207139,静岡県,静岡市駿河区,介護付有料老人ホーム　きぼうのつばさ,カイゴツキユウリョウロウジンホーム　キボウノツバサ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,静岡県静岡市駿河区北丸子２丁目８－３生陽会おかげや,生陽会おかげや,34.950578600000000,138.347277500000020,０５４－２５７－１００１,０５４－２５７－８６０８,5080002003352,有限会社　生陽会,2274207139,,,50,https://www.ikiyo.co.jp,,,,
221023,2274208152,静岡県,静岡市駿河区,アースの介護付有料老人ホーム　ふるーら静岡石田,アースノカイゴツキユウリョウロウジンホーム　フルーラシズオカイシダ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,静岡県静岡市駿河区石田3丁目16-39,,34.955203066795264,138.401559747221430,054-202-5002,054-202-5003,1080001011764,株式会社アース,2274208152,,,0,http://www.earth-group.co.jp,,,,
221031,2274209028,静岡県,静岡市清水区,介護付有料老人ホーム　シニアコートあざれあ,カイゴツキユウリョウロウジンホーム　シニアコートアザレア,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,静岡市清水区庵原町143-25,,35.040693000000000,138.480802700000030,054-366-1365,054-366-1366,2080005003170,医療法人社団健寿会,2274209028,,,0,http://www.yamanoue-hospital.jp/,,,,
221384,2277205866,静岡県,浜松市中央区,介護付有料老人ホーム　クオリティリビングシンフォニー,カイゴツキユウリョウロウジンホーム　クオリティリビングシンフォニー,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,静岡県浜松市中央区材木町1271-1,,34.716426700000000,137.792925700000000,053-422-0169,053-422-0167,1080001011764,株式会社アース,2277205866,,,0,http://www.earth-group.co.jp,,,,
221384,2277203663,静岡県,浜松市中央区,ラクラス上島レジデンス,ラクラス　カミジマ　レジデンス,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,静岡県浜松市中央区上島3-37-19,,34.740506600000000,137.745601200000000,053-488-8866,053-488-8870,5080401000702,遠州鉄道株式会社,2277203663,,,0,http://www.entetsu.co.jp/la-class,,,,
221392,2277204307,静岡県,浜松市浜名区,サービス付き高齢者住宅　メディカル　テラス,サービスツキコウレイシャジュウタク　メディカル　テラス,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,静岡県浜名市浜北区平口1975番地,,34.794818813526010,137.768675386905670,053-586-1230,053-586-4111,5080405000351,医療法人社団　明徳会,2277204307,,,,info＠m-terrace.jp,,,,
222097,2275400816,静岡県,島田市,介護付き有料老人ホーム　クオリティリビングおかりや,カイゴツキユウリョウロウジンホーム　クオリティリビングオカリヤ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,静岡県島田市御仮屋町9530番地,,34.837050660929755,138.189287301713530,0547-34-6123,0547-34-6146,6080001012717,株式会社ケアクオリティ,2275400816,,,60,http://www.cq-s.com,,,,
222097,2275400824,静岡県,島田市,金谷ケアパークそよ風,カナヤケアパークソヨカゼ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,金谷栄町347-88,,34.828727600000000,138.128726700000010,0547-47-1211,0547-47-1212,3010401095635,株式会社ＳＯＹＯＫＡＺＥ,2275400824,,,70,http://www.sykz.co.jp,,,,
222119,2276901028,静岡県,磐田市,ラクラス見付レジデンス,ラクラス　ミツケ　レジデンス,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,静岡県磐田市見付235-10,,34.724633400000000,137.863489699999940,0538-37-7854,0538-37-7820,5080401000702,遠州鉄道株式会社,2276901028,,,0,http://www.entetsu.co.jp/la-class,,,,
231045,2370403764,愛知県,名古屋市西区,あいりナーシングホーム,アイリナーシングホーム,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,愛知県名古屋市西区玉池町２１８番,,35.228733100000000,136.887487400000000,052-509-1135,052-509-1136,2180002053200,有限会社アット,2370403764,,,0,https://www.at-inc.co.jp,,,,
231061,2370602548,愛知県,名古屋市中区,サービス付き高齢者向け住宅医療法人生寿会エイム新栄,サービスツキコウレイシャムケジュウタクイリョウホウジンセイジュカイエイムシンサカエ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,愛知県名古屋市中区新栄三丁目7番13号,,35.167789400000000,136.926860900000070,052-263-0816,052-263-3503,3180005002500,医療法人生寿会,2370602548,,,76,https://www.seijukai.or.jp/,,,,
231100,2371005030,愛知県,名古屋市中川区,シルバーマンション篠原,シルバーマンションシノハラ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,愛知県名古屋市中川区上脇町2丁目63番地,,35.135720800000000,136.873285000000000,052-355-8165,052-355-8665,1180001070049,株式会社親孝行,2371005030,,,0,http:/oyakhoko.net,,,,
231118,2371102852,愛知県,名古屋市港区,介護付有料老人ホーム吉祥舘,カイゴツキユウリョウロウジンホームキッショウカン,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,船頭場一丁目314番地介護付有料老人ホーム吉祥舘,介護付有料老人ホーム吉祥舘,35.118309600000025,136.828840399999960,052-302-8100,052-301-9081,8180005002405,医療法人吉祥会,2371102852,,,30,http://okamoto-iin.com,,,,
242012,2470504602,三重県,津市,憩いの里津ケアホーム,イコイノサトツケアホーム,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,三重県津市一身田平野726-3,,34.751268500000000,136.516347799999950,059-271-6306,059-271-6307,6190001001700,株式会社ライフ・テクノサービス,2470504602,,,60,http://www.life-techno.jp,,,,
242012,2470504800,三重県,津市,ハーモニーハウス津アネックス,ハーモニーハウスツアネックス,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,三重県津市久居明神町字風早2073,,34.688172543719540,136.464128399722280,059-254-4000,059-255-8800,5190001003193,株式会社ハピネライフ一光,2470504800,,,60,https://www.h-ikkou.co.jp/harmony_tsu_anex/index.html,,,,
242039,2470802634,三重県,伊勢市,特定施設ひかりの橋,トクテイシセツヒカリノハシ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,常磐2-4-35,,34.493210524927285,136.695987536770640,0596-72-8080,0596-72-8081,4120005013568,医療法人全心会,2470802634,,,,http://hikarinohashi.jp/,,,,
242055,2470102795,三重県,桑名市,ハーモニーハウス桑名,ハーモニーハウスクワナ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,三重県桑名市北別所416-1,,35.071468300000000,136.673744800000000,0594-88-5115,0594-88-5116,5190001003193,株式会社ハピネライフ一光,2470102795,,,50,https://www.h-ikkou.co.jp/harmony_kuwana/index.html,,,,
242080,2471301065,三重県,名張市,憩いの里　鴻之台ケアホーム,イコイノサト　コウノダイケアホーム,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,三重県名張市鴻之台1番町72番地,,34.630911800000000,136.111239800000020,0595-48-6735,0595-48-6736,6190001001700,株式会社ライフ・テクノサービス,2471301065,,,80,http://www.life-techno.jp,,,,
242080,2471300893,三重県,名張市,憩いの里　名張ケアホーム,イコイノサト　ナバリケアホーム,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,三重県名張市桜ヶ丘3110-1,,34.621851200000000,136.098789000000000,0595-64-3838,0595-64-5551,6190001001700,株式会社ライフ・テクノサービス,2471300893,,,60,http://www.life-techno.jp/ikoinosato/nabari/,,,,
242080,2471301156,三重県,名張市,ハーモニーハウス名張,ハーモニーハウスナバリ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,三重県名張市夏見721-1,,35.714353400000000,139.992558300000040,0595-62-3500,0595-62-3501,5190001003193,株式会社ハピネライフ一光,2471301156,,,50,https://www.h-ikkou.co.jp/harmony_nabari/outline.html,,,,
242144,2471400859,三重県,いなべ市,サービス付き高齢者向け住宅　大安ひまわり,サービスツキコウレイシャムケジュウタク　ダイアンヒマワリ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,三重県いなべ市大安町平塚１７７４番地１,,35.098011100000000,136.540090900000020,0594-88-1165,0594-88-1110,6190001021021,株式会社ひまわり,2471400859,,,0,,,,,
242161,2471200911,三重県,伊賀市,憩いの里　伊賀ケアホーム,イコイノサト　イガケアホーム,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,三重県伊賀市平野清水641-1,,34.777722200000000,136.130679500000040,0595-48-7721,0595-48-7726,6190001001700,株式会社ライフ・テクノサービス,2471200911,,,70,http://www.life-techno.jp,,,,
242161,2471201109,三重県,伊賀市,ハーモニーハウス伊賀上野,ハーモニーハウスイガウエノ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,伊賀市平野蔵垣内1番地の3,,34.769748300000000,136.142398400000050,0595-26-5055,0595-24-2223,5190001003193,株式会社ハピネライフ一光,2471201109,,,70,http://www.h-ikkou.co.jp/,,,,
245615,2473100564,三重県,御浜町,おろし複合福祉施設つどい,オロシフクゴウフクシシセツツドイ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,三重県南牟婁郡御浜町大字上野字下尾崎240番地2,,33.845676399999990,135.982638100000030,05979-4-7200,05979-4-1777,3190005003638,特定非営利活動法人つどい,2473100564,,,0,http://npo-tsudoi.com,,,,
245623,2473100572,三重県,紀宝町,介護付高齢者住宅　紀宝の丘,カイゴツキコウレイシャジュウタク　キホウノオカ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,南牟婁郡紀宝町井田2389-1,,33.749135200000000,136.020018899999970,0735-32-0606,0735-32-0616,8190005003930,社会福祉法人　愛友会,2473100572,,,33,,,,,
252093,2571401146,滋賀県,甲賀市,ハーモニーハウス甲賀,ハーモニーハウスコウカ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,滋賀県甲賀市甲南町野田字下浦806,,34.927423000000000,136.166853500000000,0748-86-8688,0748-86-8566,5190001003193,株式会社ハピネライフ一光,2571401146,,,50,https://www.h-ikkou.co.jp/harmony_koka/index.html,,,,
254258,2571700299,滋賀県,愛荘町,ハーモニーハウス愛荘,ハーモニーハウスアイショウ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,滋賀県愛知郡愛荘町豊満字砂川原1291-1,,35.162054200000000,136.213886399999980,0749-49-5225,0749-42-7333,5190001003193,株式会社ハピネライフ一光,2571700299,,,50,https://www.h-ikkou.co.jp/harmony_aisho/index.html,,,,
